Manufacturer,Model,Year,Registration Status,Price,Mileage,Keys,Damage description,Transmission,Seats,Fuel Type,Link
Toyota,Hiace,2009,No,N/A,"355,934",," Right Side Damage, Structural Damage, Selling De-Registered","Automatic,",12,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007410007/2009-toyota-hiace-3-0dt-4a-12-seat-mini-bus?referringPage=SearchResults
Mitsubishi,Galant,2008,No,$0,"1,234",," Fire - Entire Vehicle, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007430076/2008-mitsubishi-galant-fortis-sedan?referringPage=SearchResults
Mazda,CX-5,2012,No,$0,"144,668",," Rolled, Structural Damage, Selling De-Registered","Automatic,",5,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007430077/2012-mazda-cx-5-hatch?referringPage=SearchResults
Holden,Commodore,2010,No,$0,"223,412",," Front Damage, Structural Damage, Selling De-Registered","5spd Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007430078/2010-holden-commodore-sv6-sedan-at-sedan?referringPage=SearchResults
Nissan,350z,2003,No,$0,N/A,," Right Front Damage, Structural Damage, Selling De-Registered",N/A,2,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007430081/2003-nissan-350z-6-spd-manual-coupe-coup%C3%A9?referringPage=SearchResults
Toyota,Aqua,2013,No,$0,"195,351",," Interior Damage, Water Damage, Selling De-Registered","5spd Automatic,",5,Hybrid,https://manheim.co.nz/damaged-vehicles/000000000007430091/2013-toyota-aqua-hybrid-hatch?referringPage=SearchResults
Toyota,Corolla,2004,No,$0,"226,441",," Front Damage, Structural Damage, Selling De-Registered",N/A,5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007430092/2004-toyota-corolla-1-8p-ts-hatch5-4a-hatch?referringPage=SearchResults
Toyota,Passo,2007,No,$0,N/A,," Rear Damage, Structural Damage, Selling De-Registered",N/A,5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007430093/2007-toyota-passo-hatch?referringPage=SearchResults
Mazda,Axela,2007,Yes,$0,"237,055",," Left Side Damage, Selling Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007430106/2007-mazda-axela-hatch?referringPage=SearchResults
Toyota,Camry,2013,No,$0,N/A,," Hard Hit, Left Rear Damage, Structural Damage, Selling De-Registered",N/A,5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007430107/2013-toyota-camry-gl-2-5p-sdn-6a-sedan?referringPage=SearchResults
